Image.downloadLargeFile@ Click here to download it instead.@ Klik her for at hente den i stedet.@ {alfresco/preview/i18n/AlfDocumentPreview.properties}Image.downloadLargeFile
Image.tooLargeFile@ File {0} might be too large to display ({1}).@ Fil {0} er m\u00e5ske for stor til visning ({1}).@ {alfresco/preview/i18n/AlfDocumentPreview.properties}Image.tooLargeFile
Image.viewLargeFile@ Click here to view it anyway.@ Klik her for at vise den alligevel.@ {alfresco/preview/i18n/AlfDocumentPreview.properties}Image.viewLargeFile
TinyMCE.toolbar.edit.title@ Edit@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.edit.title
TinyMCE.toolbar.file.title@ File@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.file.title
TinyMCE.toolbar.format.title@ Format@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.format.title
TinyMCE.toolbar.insert.title@ Insert@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.insert.title
TinyMCE.toolbar.table.title@ Table@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.table.title
TinyMCE.toolbar.view.title@ View@ {alfresco/editors/i18n/TinyMCE.properties}TinyMCE.toolbar.view.title
access.key.links.message@ Access key links:@ Genvejstaster:@ {alfresco/accessibility/i18n/AccessibilityMenu.properties}access.key.links.message
access.keys.message@ Access keys@ Genvejstaster@ {alfresco/accessibility/i18n/AccessibilityMenu.properties}access.keys.message
accessibility.help.message@ Site help@ Sitehj\u00e6lp@ {alfresco/accessibility/i18n/AccessibilityMenu.properties}accessibility.help.message
actions.change-type@ Change Type@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.change-type
actions.copy-to@ Copy to...@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.copy-to
actions.delete@ Delete@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.delete
actions.download@ Download@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.download
actions.download-as-zip@ Download as Zip@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.download-as-zip
actions.manage-aspects.label@ Manage Aspects@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.manage-aspects.label
actions.more@ More...@ Mere...@ {alfresco/services/i18n/ActionService.properties}actions.more
actions.move-to@ Move to...@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.move-to
actions.start-workflow.label@ Start Workflow@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.start-workflow.label
actions.upload-new-version.label@ Upload New Version@ {alfresco/renderers/i18n/_ActionsMixin.properties}actions.upload-new-version.label
add-favourite-site.label@ Add current site to Favorites@ Tilf\u00f8j nuv\u00e6redne sted til favoritter@ {alfresco/header/i18n/AlfSitesMenu.properties}add-favourite-site.label
aggregate-progress.label@ Overall upload progress@ Oversigt over uploadfremskridt@ {alfresco/upload/i18n/AlfUploadDisplay.properties}aggregate-progress.label
alf.renderers.Actions.menuLabel@ Actions \u25BC@ Aktioner@ {alfresco/renderers/i18n/Actions.properties}alf.renderers.Actions.menuLabel
alf.renderers.PublishingDropDownMenu.cancelUpdate@ Cancel the update and reset to "{0}"@ {alfresco/renderers/i18n/PublishingDropDownMenu.properties}alf.renderers.PublishingDropDownMenu.cancelUpdate
alflist.data.failure.message@ We couldn't load the data. Try refreshing your screen, or check with your Alfresco Administrator that the server is running.@ {alfresco/lists/i18n/AlfList.properties}alflist.data.failure.message
alflist.loading.data.message@ Loading...@ {alfresco/lists/i18n/AlfList.properties}alflist.loading.data.message
alflist.no.data.message@ There's nothing to display@ {alfresco/lists/i18n/AlfList.properties}alflist.no.data.message
alflist.rendering.data.message@ View loading...@ {alfresco/lists/i18n/AlfList.properties}alflist.rendering.data.message
alternativesearch.searchInsteadFor@ Search instead for:@ {alfresco/search/i18n/AlternativeSearchLabel.properties}alternativesearch.searchInsteadFor
alternativesearch.searchedFor@ Showing results for:@ {alfresco/search/i18n/AlternativeSearchLabel.properties}alternativesearch.searchedFor
aspect.app_inlineeditable@ Inline Editable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.app_inlineeditable
aspect.audio_audio@ Audio@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.audio_audio
aspect.cm_complianceable@ Complianceable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_complianceable
aspect.cm_dublincore@ Dublin Core@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_dublincore
aspect.cm_effectivity@ Effectivity@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_effectivity
aspect.cm_emailed@ Emailed@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_emailed
aspect.cm_generalclassifiable@ Classifiable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_generalclassifiable
aspect.cm_geographic@ Geographic@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_geographic
aspect.cm_indexControl@ Index Control@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_indexControl
aspect.cm_summarizable@ Summarizable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_summarizable
aspect.cm_taggable@ Taggable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_taggable
aspect.cm_templatable@ Templatable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_templatable
aspect.cm_versionable@ Versionable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.cm_versionable
aspect.dp_restrictable@ Restrictable@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.dp_restrictable
aspect.emailserver_aliasable@ Aliasable (Email)@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.emailserver_aliasable
aspect.exif_exif@ EXIF@ {alfresco/services/actions/i18n/ManageAspectsService.properties}aspect.exif_exif
atom.title.site@ Alfresco Activities Site Feed for {0}@ {alfresco/renderers/i18n/ActivitySummary.properties}atom.title.site
atom.title.user@ Alfresco Activities User Feed for {0}@ {alfresco/renderers/i18n/ActivitySummary.properties}atom.title.user
boolean.false@ False@ Falsk@ {alfresco/renderers/i18n/Boolean.properties}boolean.false
boolean.no@ No@ Nej@ {alfresco/renderers/i18n/Boolean.properties}boolean.no
boolean.true@ True@ Sandt@ {alfresco/renderers/i18n/Boolean.properties}boolean.true
boolean.unknown@ Unknown@ Ukendt@ {alfresco/renderers/i18n/Boolean.properties}boolean.unknown
boolean.yes@ Yes@ Ja@ {alfresco/renderers/i18n/Boolean.properties}boolean.yes
button.cancel-logging-prefs-update@ Cancel@ Annuller@ {alfresco/services/i18n/LoggingService.properties}button.cancel-logging-prefs-update
button.close@ Close@ {alfresco/dialogs/i18n/AlfDialog.properties}button.close
button.close.label@ Close this panel@ {alfresco/layout/i18n/StickyPanel.properties}button.close.label
button.delete-site.cancel-label@ Cancel@ Annuller@ {alfresco/services/i18n/SiteService.properties}button.delete-site.cancel-label
button.delete-site.confirm-label@ OK@ Ok@ {alfresco/services/i18n/SiteService.properties}button.delete-site.confirm-label
button.folders.hide@ Hide Folders@ Gem mapper@ {alfresco/services/i18n/ActionService.properties}button.folders.hide
button.folders.show@ Show Folders@ Vis mapper@ {alfresco/services/i18n/ActionService.properties}button.folders.show
button.leave-site.cancel-label@ Cancel@ Annuller@ {alfresco/services/i18n/SiteService.properties}button.leave-site.cancel-label
button.leave-site.confirm-label@ OK@ Ok@ {alfresco/services/i18n/SiteService.properties}button.leave-site.confirm-label
button.maximize@ Maximize@ Maksim\u00e9r@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.maximize
button.maximize.tip@ Use full browser viewport (or press {0}+Enter for presentation mode)@ Brug browserens st\u00f8rrelse(eller tryk {0}+Enter for pr\u00e6sentationsvisning)@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.maximize.tip
button.minimise.label@ Minimize this panel@ {alfresco/layout/i18n/StickyPanel.properties}button.minimise.label
button.minimize@ Minimize@ Minim\u00e9r@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.minimize
button.minimize.tip@ Return to normal size@ Tilbage til normal st\u00f8rrelse@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.minimize.tip
button.present.tip@ Start Presentation ({0}+Enter)@ Start Pr\u00e6sentation({0}+Enter)@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.present.tip
button.restore.label@ Restore this panel@ {alfresco/layout/i18n/StickyPanel.properties}button.restore.label
button.save-logging-prefs@ Save@ Gem@ {alfresco/services/i18n/LoggingService.properties}button.save-logging-prefs
button.search.tip@ Search ({0}+F)@ S\u00f8g({0}+F)@ {alfresco/preview/i18n/AlfDocumentPreview.properties}button.search.tip
button.sort.ascending@ Sort Ascending@ Sorter stigende@ {alfresco/services/i18n/ActionService.properties}button.sort.ascending
button.sort.descending@ Sort Descending@ Sorter faldende@ {alfresco/services/i18n/ActionService.properties}button.sort.descending
cancel.button.label@ Cancel@ Annuller@ {alfresco/header/i18n/CurrentUserStatus.properties}cancel.button.label
categories.root.label@ Category Root@ Kategorirod@ {alfresco/navigation/i18n/CategoryTree.properties}categories.root.label
category.filter.title@ Display folders and documents classified as "{0}"@ Vis mapper og dokumenter klassificeret som  "{0}"@ {alfresco/renderers/i18n/Category.properties}category.filter.title
change-type.dialog.title@ Change Type of ''{0}''@ {alfresco/services/actions/i18n/ChangeTypeService.properties}change-type.dialog.title
